feature,importance
resp_fuids_FOTPRr4QpN1CeYc2A9,0.0
orig_fuids_FrTEIu1TLlnhzJt6Gh,0.0
orig_fuids_FrbUlZ1IZr7mntgXP1,0.0
orig_fuids_Fs2CEe2dkEmdZidi6g,0.0
orig_fuids_FsMfGZ3L7P6zdK2667,0.0
resp_fuids_FLlGci36TYyXeCnwo1,0.0
resp_fuids_FLsGEMljcdvAxJQIi,0.0
resp_fuids_FLt6yj2L6pjno42qvf,0.0
orig_fuids_FmZKfp2toqurtLjAMf,0.0
orig_fuids_Fmdokn4YA13sApIoU1,0.0
orig_fuids_Fn8U9M2kmCZUt7Bun1,0.0
orig_fuids_FnOu9X3zzGhOKuk0Vd,0.0
orig_fuids_Fo02Kw2vip3WessyAd,0.0
orig_fuids_FoCfD62smNi8EOhI82,0.0
orig_fuids_FoE09D21x4VERvVcU4,0.0
orig_fuids_FoPvJU3NxWRE7wFRkd,0.0
orig_fuids_Fp6Ib72294Ld7JVotk,0.0
resp_fuids_FMS7oH3m3eiidV2KXg,0.0
resp_fuids_FMVNIg3LcH9CL8c7s8,0.0
resp_fuids_FMhHI34QzPgboiZWi,0.0
resp_fuids_FMjB8s2iFtw7lbP377,0.0
resp_fuids_FMoL613QCFYqe5ozef,0.0
resp_fuids_FMz8Y328gcx9CUuSB6,0.0
resp_fuids_FN8WiUpJheezNcgz,0.0
resp_fuids_FPcGjg1HM4GI11pheh,0.0
resp_fuids_FPiJdK1XEsn5fWFy28,0.0
resp_fuids_FPuU1t4dZWCLbJA0Ue,0.0
resp_fuids_FQ3hfT1ZA90A58MXN4,0.0
resp_fuids_FQDRV1144ONrvJhuY4,0.0
resp_fuids_FQcuU51zhkmAQfLFMf,0.0
resp_fuids_FQhfeK2FWModay7AOc,0.0
orig_fuids_Fj2GST2MEx9eZFaTVd,0.0
orig_fuids_FjLFR54fC7YWsfBAZh,0.0
orig_fuids_FjV38EN99HoZ2o1fe,0.0
resp_fuids_FOk5o31DXZCMj9grEk,0.0
resp_fuids_FOlQoe3miNRkq6aSh3,0.0
resp_fuids_FOwTQO3uW0RVKFj5qe,0.0
resp_fuids_FPIAoF3YeOsnfrFvQ4,0.0
resp_fuids_FPLTvM3SgONtDSGpfk,0.0
orig_fuids_FmLUED42Ps4edJOD42,0.0
resp_fuids_FQlAgX3uZdjNh6UdMj,0.0
resp_fuids_FQmwKj1iHu1WR4QXIl,0.0
resp_fuids_FQzU73mRDy63bUMHb,0.0
resp_fuids_FR1lH21FH9UtNQ8ok8,0.0
resp_fuids_FR8yQV3Jcuc9I4ukW8,0.0
resp_fuids_FRFBjKTMC5n6HrLQh,0.0
resp_fuids_FRKsXK1shZy55i7Jdj,0.0
resp_fuids_FRMwg9s8keMXJTOug,0.0
resp_fuids_FRQ15W7vvAoEiJJg5,0.0
resp_fuids_FRVjBq4dz32J4CdW0f,0.0
orig_fuids_FpAnqC4p7Bq8OwMpM5,0.0
orig_fuids_FpF45I1d6FAkUVVbyc,0.0
resp_fuids_FPWYec2L8lHj4DEip3,0.0
resp_fuids_FSAgWK3jq7pbmGYPV5,0.0
resp_fuids_FSE2G948ZCYbFl1IOi,0.0
resp_fuids_FSIV6P1B1xvQvMNdjh,0.0
resp_fuids_FSRyC425ngRJRUDIY5,0.0
resp_fuids_FSWtmL1bVj9A4H7kSd,0.0
resp_fuids_FSaGFtUdCZForfRXh,0.0
resp_fuids_FSjdPM2jq9MlSmFFt9,0.0
resp_fuids_FSrAym2kC3YFviqWLk,0.0
resp_fuids_FSt0h6YTkEXUgH4nk,0.0
resp_fuids_FStKFg49n46Hem1Z23,0.0
resp_fuids_FT2GdU3tjkBfDlc5Dh,0.0
resp_fuids_FT3AcN3prBMTkXu0o1,0.0
orig_fuids_FkMtrB3WkRjpOXHJxj,0.0
orig_fuids_Fl4KSR1QKTQqTV8HLg,0.0
orig_fuids_FlJYZ63Y0uV6OWmTlj,0.0
orig_fuids_FmDWuB412uvxAB16t,0.0
resp_fuids_FTNV9y2F2OCTna2Ls4,0.0
resp_fuids_FTTvWJ3cBzRhcWWrw9,0.0
resp_fuids_FTTy7L1LRqp9D2pl2c,0.0
resp_fuids_FTZBMI7AeWKNpWyLh,0.0
orig_fuids_FgCr2O2NiDEHVKva7c,0.0
orig_fuids_FgQL2e2ss77uLb13O7,0.0
orig_fuids_FgeXB8SQnTsVlA9qi,0.0
orig_fuids_Fgx1gafPgndaL9t72,0.0
orig_fuids_FhXetAL5Bjh5VG72h,0.0
orig_fuids_FhZvbC4pGY0dHs1d47,0.0
orig_fuids_Fhy4av4Fq1xwmgmRJf,0.0
orig_fuids_Fi5tuY1nVMwJ5UgOci,0.0
resp_fuids_FRjTrq49Pe6lqNy93,0.0
resp_fuids_FRrf2c2eXkDcm26T49,0.0
resp_fuids_FS0omT5lt4BytzM8a,0.0
resp_fuids_FS2lSv1vL1Hh9qRdpk,0.0
orig_fuids_FipAAi3chRcrYLVDa6,0.0
resp_fuids_FTlngYqlmJh72dvS5,0.0
resp_fuids_FTm5ZY3QV0nDEW235d,0.0
resp_fuids_FTuzOB3hVrWoXcVHhg,0.0
resp_fuids_FTyB5Q1IlGipNuxjic,0.0
resp_fuids_FTzoDm2P8MVEfoxsN6,0.0
resp_fuids_FU9D3B7bOAKFzfjvg,0.0
resp_fuids_FUBNYY3X20NTlCvCRh,0.0
resp_fuids_FUXwfG15jIyNoShgmk,0.0
resp_fuids_FUZ8914N6WF5xaDuX5,0.0
resp_fuids_FUnbhu3DJIad57ZlRj,0.0
resp_fuids_FUxbYT3gQ0XGDVtVfc,0.0
resp_fuids_FT84CA2PnP9NmOufQf,0.0
resp_fuids_FTAHif2dj7JmFR4vub,0.0
resp_fuids_FTBHWx2Hpkc9SOvtBc,0.0
resp_fuids_FTGTz61fqkMDJfYUrg,0.0
resp_fuids_FVN8VJ24epMZ5hntV5,0.0
resp_fuids_FVTNtr1dRinftNVVl9,0.0
resp_fuids_FVqy1S2bucnegUqYY6,0.0
resp_fuids_FW6REpH9KDMjOg1sl,0.0
resp_fuids_FW84b54NfXqFfxZHy7,0.0
resp_fuids_FWI8mvsC9XgORytG9,0.0
resp_fuids_FWIFVxqjDNCMh12Kf,0.0
resp_fuids_FWKL0w3jylGZSN1kS1,0.0
resp_fuids_FWN5uI1HZiF6n5OCZ,0.0
resp_fuids_FWSnNC2p3OORRNvd78,0.0
resp_fuids_FWSwTh1TctLj97tj0i,0.0
resp_fuids_FWgkp64938nDmaAaNe,0.0
orig_fuids_FiF6ed9gMXpS3Sv9j,0.0
orig_fuids_FiPWYjywNKjAFrTu,0.0
orig_fuids_FiliNY3NcuLgAwnIh3,0.0
orig_fuids_FeNGYqkmAXJLprt5g,0.0
orig_fuids_FeTVXT1KmxAzSkU9k,0.0
orig_fuids_FeqmJU1uJry5hfPM3g,0.0
orig_fuids_Fer2s34hnXPKmb8Jn5,0.0
orig_fuids_FesfVF2yFHbFcglkz9,0.0
orig_fuids_Ff2Rgg2K70HYerLf2i,0.0
orig_fuids_Ff3QEO3RGbXfDsc3j4,0.0
orig_fuids_FfAi3A2MiROA8q1V8l,0.0
orig_fuids_FfMQAo17K4BEWmhzO6,0.0
orig_fuids_FfMUIC10JbCYndWAkg,0.0
orig_fuids_FfRh6E3PAyLrxHidDl,0.0
orig_fuids_FfZd0s1S0XOxedcFpl,0.0
orig_fuids_Ffwy8A3DtHbzXjPaEc,0.0
resp_fuids_FV2WXZp6NDV5FKEdi,0.0
resp_fuids_FVAzLg2rI6T14Pe3Yf,0.0
resp_fuids_FVFh802aEHF0oxxH7d,0.0
resp_fuids_FWsMv74WINqb4GVjJc,0.0
resp_fuids_FX2dVy1COPjk4CDWZc,0.0
resp_fuids_FX8xuepfIxvM4dqj5,0.0
resp_fuids_FXEsON1z0blrWwBKkl,0.0
resp_fuids_FXOnka4ej0foGVt2Gd,0.0
resp_fuids_FXaS362Ff9AjDKBA9c,0.0
resp_fuids_FXbYV04oBETgVEF1tc,0.0
resp_fuids_FXg16g1BX99bOoMB5c,0.0
resp_fuids_FXpmza2erjWpWBst9f,0.0
resp_fuids_FXs2OP1WpFsrKPGPcj,0.0
resp_fuids_FXxC3C1ixhJcRmaf01,0.0
resp_fuids_FY3qm42vX8kM9gGZel,0.0
resp_fuids_FYBuV14wR3c1ch4lF4,0.0
resp_fuids_FWlS4d4VUrIStsXGD7,0.0
resp_fuids_FWqiUB2hCtpOZMgXGh,0.0
resp_fuids_FYKcBl2IvytkknrSlc,0.0
resp_fuids_FYLBHi1yYArxCryEr1,0.0
resp_fuids_FYVn2033mCNHueXW55,0.0
resp_fuids_FYb2Hf1WJW70AwP1t1,0.0
resp_fuids_FYeB0N1poYeLcr7uN1,0.0
resp_fuids_FYergP1bmTej13pt,0.0
resp_fuids_FZ15jB3QKhMattOfyi,0.0
resp_fuids_FZ2gc93fxTb0s3VJG8,0.0
orig_fuids_FbNrZyMEum75lKys9,0.0
orig_fuids_FbUTU22Fly5uEoQidd,0.0
orig_fuids_FbsOkA497IDoIiF0vj,0.0
orig_fuids_FcB06z4RWMh0KGAbd6,0.0
orig_fuids_FcK1Of2AwBLc0tcqwh,0.0
orig_fuids_Fd6zvK1khCs8sGagWb,0.0
orig_fuids_Fg09AL1i94XI23tJg9,0.0
orig_fuids_FgBORn2PLo76T1Tr3k,0.0
resp_fuids_F5wCSh3APjnp20HEdf,0.0
resp_fuids_F5wqi52Z0hEyinYHh4,0.0
resp_fuids_F61lCj2kNv2jTw7Aq5,0.0
resp_fuids_F61zfZ2eapNLVF5dz9,0.0
resp_fuids_F664Wx3Na9PUvYcHbi,0.0
resp_fuids_F67mzh2Q72YC2Lxzfi,0.0
resp_fuids_F2P8Ut3Z7FL9lmUwB6,0.0
resp_fuids_F2X6Me19uTdDKjsemc,0.0
resp_fuids_F2e9bf4JlPOBmkIOD9,0.0
resp_fuids_F2gD834hqe6is4WHbi,0.0
resp_fuids_F2rpwZ2U1BSnNEfwrl,0.0
resp_fuids_FZuqgI1n19pBf6pjJc,0.0
resp_fuids_FZw0zv1ubyYpVifCPe,0.0
resp_fuids_Fa5jkb1S6QWZ46Hrog,0.0
resp_fuids_FYEOJSaBtMzgaIL7f,0.0
resp_fuids_FYFBnFqvvn0ur26Ie,0.0
orig_fuids_Fd8gc51PB8hfvhSNg7,0.0
orig_fuids_FdD2K22Il11tpLeUD,0.0
orig_fuids_FdKBqh175LItaXkAll,0.0
orig_fuids_Fdehki4jLgmfEwzdAk,0.0
orig_fuids_FdlyLz1UginOn9XvP1,0.0
orig_fuids_FeK8xQ13bapaHuN4D2,0.0
resp_fuids_FZQjmYg8W61wYezn4,0.0
resp_fuids_FZUmEkce7fI9HdBE5,0.0
resp_fuids_FZUnHt3yygUNEx6spi,0.0
resp_fuids_FZb6781twcDjxmn0pl,0.0
resp_fuids_FZdl9F4ukDmtS7bnG5,0.0
resp_fuids_FZe0yS3GTU2GBJTjf3,0.0
resp_fuids_F6fYTj72bIbp0JCGi,0.0
resp_fuids_F6g6QY258rbljAMhh,0.0
resp_fuids_F6nHh2I0cwDxdJsLd,0.0
resp_fuids_F5w3wH2gCUZ6RjE1R9,0.0
resp_fuids_FaR5IHMO8xaUFH846,0.0
resp_fuids_FaXFQU2LEvRzM7gaMc,0.0
resp_fuids_Faqg6N2BkeH4m58eN4,0.0
resp_fuids_Far22ybhsjR7bu5Ue,0.0
resp_fuids_Fat6GXEVuWGi4Jzmf,0.0
resp_fuids_Fb6jYh2aF21l71rAgc,0.0
resp_fuids_FbBvymHfZsEi2N2K9,0.0
resp_fuids_FbCcVA2UkCw6kS9S1d,0.0
resp_fuids_FbFLWt2mvfE5Ihm9na,0.0
resp_fuids_F3Qlm02g4hboJjdZge,0.0
orig_fuids_FYDOQt3XSxQiDG8FJb,0.0
orig_fuids_FYFXV8yEZAUZwj2Hj,0.0
orig_fuids_FYQZQl3k5DTPafwEn,0.0
orig_fuids_FYmpJK2j3rJAEFo8cb,0.0
orig_fuids_FYvOKsHVSctFaxtKc,0.0
orig_fuids_FZ3KaQ3ZbS45FM04jd,0.0
orig_fuids_FZXm7h3oiAEnQLg7Y2,0.0
orig_fuids_FabyEeiHFxkjzYCC,0.0
orig_fuids_FantCH1BNnkjWoi6q5,0.0
orig_fuids_Faxa3fAndhDmSuNN1,0.0
resp_fuids_FbUmcv2RYDxYjHseci,0.0
resp_fuids_FbXfJG2comUb1HTE2b,0.0
resp_fuids_FbXvxi2n0UxIAllDSh,0.0
resp_fuids_Fbq4PH1P1Ph61lYsB,0.0
resp_fuids_Fbs8C21pCWVcOLzy2l,0.0
resp_fuids_Fc1BPO3JXkPCORWhEk,0.0
resp_fuids_Fc23EhUeKE64tsQY2,0.0
resp_fuids_Fc3BaKwAnRQbueXH3,0.0
orig_fuids_FUSiLR1wb30Fs2ierh,0.0
orig_fuids_FUWwh44c1IzaktyDRl,0.0
orig_fuids_FVdAcEBF0dIMCYaA,0.0
orig_fuids_FVtxCV2EutSAoECvZ8,0.0
orig_fuids_FWFqBr8g7V8rcfeT9,0.0
orig_fuids_FWjO5O1gUZtjEJPj3g,0.0
orig_fuids_FXQ0eZ1vlt6MdHcJnh,0.0
orig_fuids_FXks7S3J0NYPq4uU7a,0.0
orig_fuids_FXwZo1JXHKhE5xFf1,0.0
orig_fuids_FYBpNOF8mQCsD9FNj,0.0
orig_fuids_FYCAns1P1REk6lYtd3,0.0
resp_fuids_FcAYFz85MgDUbPCLi,0.0
resp_fuids_FcJsBa27Y7vrfHsuu9,0.0
resp_fuids_FcLzjw2VNgiBh6ccpd,0.0
resp_fuids_FcaVcS225rdvo2S7Ul,0.0
resp_fuids_Fd3pUF5N9xoFROPlf,0.0
resp_fuids_FdDAKB2eC4Fn0XmqUf,0.0
resp_fuids_FdGyDL154GT8ra8yc,0.0
resp_fuids_FdIDJ24fl9rLoPp0hk,0.0
resp_fuids_FdIDqa2UiJhgRWPqG9,0.0
resp_fuids_FdNsvK2eJe9rxJoasa,0.0
resp_fuids_FdPoWffP6tKRRErQi,0.0
resp_fuids_FdXjpw1jaZGN6gLie,0.0
resp_fuids_Fdaj3e4QF6klwhMWN,0.0
resp_fuids_FdefvM203rhBbjQut1,0.0
resp_fuids_Fdif2Z0ObkaMhHZRa,0.0
resp_fuids_FdjcEZ2spmH1Sezo6i,0.0
resp_fuids_FdlQnB1M0EcocBVeJe,0.0
resp_fuids_Fdqfc83jLaQfJiGbP6,0.0
resp_fuids_Fe7cxU3GOtQ2R3Hpk8,0.0
resp_fuids_Fe9Rs6a90QpY9bBC1,0.0
resp_fuids_FeB5emgQrs7EKA4bl,0.0
resp_fuids_FeCmIg4DbpNyhtraVj,0.0
resp_fuids_FeEGXtk4WVYQkTY6k,0.0
resp_fuids_FeF7dw3i03jSSEw3c,0.0
resp_fuids_FeHV4L1dBNOYK2v4j7,0.0
resp_fuids_FeIcHQ1AOIS8brIm0e,0.0
resp_fuids_FeRoon17zoOoYtR9Pa,0.0
resp_fuids_FeTUgq2KOCWhNgi5wb,0.0
resp_fuids_FeVJP12vbXVgVJBrTd,0.0
orig_fuids_FPxxtt4BE8phfr4M46,0.0
orig_fuids_FQcD0zAZXus2K8p6h,0.0
orig_fuids_FQicCYufMEhsdMkg5,0.0
orig_fuids_FQprMB3k3PiSGdXLLd,0.0
orig_fuids_FRIJ4f4BBhJoyDyqx1,0.0
orig_fuids_FSCMSM1H2QagEtLkFl,0.0
orig_fuids_FSLVCG3LmtZd3IXUqe,0.0
orig_fuids_FSTbXNOpc0hiSp7Kf,0.0
orig_fuids_FSXaU9XAjArStntZj,0.0
orig_fuids_FScZue3fJG3TCbBLK8,0.0
orig_fuids_FT3D9o4myvGFmAPmi5,0.0
orig_fuids_FT4vF24rBPUDMwyTY8,0.0
orig_fuids_FUBLYX1NhzFJVTPoca,0.0
resp_fuids_FeYZCz2yDfCaqd54ja,0.0
resp_fuids_FecK196NJQwizU5Y2,0.0
resp_fuids_FefepO32BbDixZsLO7,0.0
resp_fuids_Fegwj58qrKfMbzygh,0.0
resp_fuids_FehnJ01uKYKQlyFnad,0.0
resp_fuids_F3WyKq3XAbvHUEoHb9,0.0
resp_fuids_FexzaJ23zOLDYutNLa,0.0
resp_fuids_Ff0cjm4Mb9MZutKfF9,0.0
resp_fuids_Ff294e2qp7pScsuLbc,0.0
resp_fuids_Ff84WH2xobssfGgYca,0.0
resp_fuids_FfDkzA27tRFF7nwyE2,0.0
resp_fuids_FfGPlm1FijNvpiFahf,0.0
resp_fuids_FfP3712crLVIYEBn7b,0.0
resp_fuids_FfPn2h1tmsMsvlPWOd,0.0
resp_fuids_FfUX2f3dVejMku8pec,0.0
resp_fuids_FfbeRc1bFRYkgLVU0k,0.0
resp_fuids_FfdT2g4jbNOTx4IEFe,0.0
resp_fuids_FfeSUKl82EU45FzVk,0.0
resp_fuids_FfhgJL26xjAYj6Qvh2,0.0
resp_fuids_FfonNyfiNnergFx8e,0.0
resp_fuids_FfrwoO3KJ5xNcmFcr1,0.0
resp_fuids_Ffs5M11GBCTxHnMBne,0.0
resp_fuids_FfuGXP3DipbA0yhe6d,0.0
resp_fuids_FfyAuBcLzLErm6B83,0.0
resp_fuids_Ffynq12EiyDg7Z0dX7,0.0
orig_fuids_FLvSz71N298r7yWHyf,0.0
orig_fuids_FM7qEjBI9HqGiqEld,0.0
orig_fuids_FMUbBM2l9tYxi2O7yk,0.0
orig_fuids_FNJqp71pNZzzkmMEq7,0.0
orig_fuids_FNYbo024FhfzDK9YSc,0.0
orig_fuids_FNdn9f2hCn6P5I7n9,0.0
orig_fuids_FO58qb3HuMjpqUZWVb,0.0
orig_fuids_FOELAt3khH2dc8tpGj,0.0
orig_fuids_FOS1tn11BqQhvRENVa,0.0
orig_fuids_FOTfzg40ttUIo0RIe8,0.0
orig_fuids_FPDNw93z4JVY02Fu5c,0.0
orig_fuids_FPldtY3JOOFEE9SxP5,0.0
orig_fuids_FPx6o63pMBK0jWWts3,0.0
resp_fuids_Fg62bh3QPRPUq0iqxd,0.0
resp_fuids_FgDeOA6KpkufSfLVj,0.0
resp_fuids_F3bMAT2K9CmYPUZiZk,0.0
resp_fuids_FgQI7xhUJShFcdKY2,0.0
resp_fuids_FgiA1g3HoGarPAyAFc,0.0
resp_fuids_F3cbZd4c4oIEYhMptb,0.0
resp_fuids_FgxhI52glxGMA2UEP5,0.0
resp_fuids_Fh0Kop2U4z094AJV77,0.0
resp_fuids_Fh5GhA4AXTYg4sNWN7,0.0
resp_fuids_FigFuo2Qec5bSBgXvh,0.0
resp_fuids_Fh6aaFjv9CVm09vnk,0.0
resp_fuids_FhBYGk2ewXY2inhxlc,0.0
resp_fuids_FhMI6K1YGqLBzm5loa,0.0
resp_fuids_FhOBFR5zwt86t3Oq3,0.0
resp_fuids_FhRqrN3j5Z77F8AlI,0.0
resp_fuids_FhgaQi30k2dI3ZCjRk,0.0
resp_fuids_FhjDoG3CLvKA7cH7h5,0.0
resp_fuids_Fhjr9aHpaNNGKsKaa,0.0
resp_fuids_FhsYUzK3Xj1xbAff7,0.0
orig_fuids_FIjk1waPUrMFkUOZh,0.0
orig_fuids_FIoH9Hcx4smS1yN4,0.0
orig_fuids_FIpHxj1UngHlo9gCSa,0.0
orig_fuids_FIvCN34uD9EvC3gaf4,0.0
orig_fuids_FJ5shb4WjKEVUVr7sh,0.0
orig_fuids_FJMLXE2nlfkor22u22,0.0
orig_fuids_FEZCB946ekDhkYv5Pb,0.0
orig_fuids_FFcVGY2bNxvNfxJc96,0.0
orig_fuids_FH6PRy36K4aAGH2Stk,0.0
orig_fuids_FHA8pn4gA0ePYpT4Jg,0.0
orig_fuids_FJPESoJ8M4877qZS2,0.0
orig_fuids_FJgteD3VCr59MGCKU7,0.0
orig_fuids_FLffwh4heQOLYhbbJc,0.0
resp_fuids_FhvdOvF5js2psWO3i,0.0
resp_fuids_Fi0b9m1H1bwC81OShb,0.0
resp_fuids_FiEMuO1Vm2xDgJ8sY6,0.0
resp_fuids_FiEjKf4DWW0cSWHADj,0.0
resp_fuids_FiEnNA2NeRmBcIXRVf,0.0
resp_fuids_FiJBtZ1pfPORDhfxSg,0.0
resp_fuids_FiJlMB1cFx4aVs8Hj4,0.0
resp_fuids_FieyTD4qeFhLVZ0QF1,0.0
resp_fuids_FifggF3gjYaJ5Hvf3f,0.0
resp_fuids_FlYBXr2PuRCgSOxWDe,0.0
resp_fuids_FleYBz3VS9FHQb2rK3,0.0
resp_fuids_FliGiF3PalHgdvRSLb,0.0
resp_fuids_FlisDf2lNHSPrf8cxk,0.0
resp_fuids_Filo4O2oU7IjK8KVPb,0.0
resp_fuids_FiuHcj4KHWy4exGny5,0.0
resp_fuids_Fj4dFt1uGszgzCJbH3,0.0
resp_fuids_Fj6jId2sFgYgAIRQmh,0.0
resp_fuids_FjAi8c2gEwZOW0WPb6,0.0
resp_fuids_FjHmCf96M5LcDWkv5,0.0
resp_fuids_FjQJH43LO9JpV9gWK7,0.0
resp_fuids_FjSvI71cL7zLg19RWg,0.0
resp_fuids_FjbN09256J8bzDAsV6,0.0
resp_fuids_F3ccr81srJvz1ClS2g,0.0
orig_fuids_FE5uf94b1L9U8D6VIk,0.0
orig_fuids_FEB5XH3xGCiUDofmQh,0.0
orig_fuids_FBpDwT2bCpjQIGPy0a,0.0
orig_fuids_FBrWt2YPAy7KjhEbe,0.0
orig_fuids_FByqXj20lTuGDC2wbf,0.0
orig_fuids_FCCwpr3sDm4zVSCmM2,0.0
orig_fuids_FCzhpn3LtExhoMdGme,0.0
orig_fuids_FIGjJ63hdn88kVUAL5,0.0
orig_fuids_FIK5hj2nJ2aheD3Ytk,0.0
orig_fuids_FIQZXk3I5tmtEDEhM3,0.0
resp_fuids_Fjqi3G1hbjcB4ziyA2,0.0
resp_fuids_FjwWJC4WlQ3RhUrJu5,0.0
resp_fuids_FkSD36V1EJRj8cqMj,0.0
resp_fuids_FkfgZEB9bt1ZsBDm8,0.0
resp_fuids_Fl8VyI1aGiYXONBSB5,0.0
resp_fuids_FlCdaj1yl15qYWyaKj,0.0
resp_fuids_FlGDCS1WYMtSPME0k,0.0
resp_fuids_FlHIMA3VbxBGakmUQj,0.0
resp_fuids_FnRR7t4RuXCn3PZ0Be,0.0
resp_fuids_FndbR62TIqGbWsKCDl,0.0
resp_fuids_FniUhW34j4YQh9NGId,0.0
resp_fuids_Fnjzdz23IBPhuLHIY4,0.0
resp_fuids_FnnbT41TgW9kYCfdy1,0.0
resp_fuids_Fo49Jt1E6a8wHlWDcc,0.0
resp_fuids_FlsLbr2ztdERLoNVDj,0.0
resp_fuids_FlyHO623bJCZ83Mds5,0.0
resp_fuids_FlzY2828llXo00yYJl,0.0
resp_fuids_Fm1BFD3UyRL6Oezed5,0.0
resp_fuids_FmDupg280UbAaxd1u,0.0
resp_fuids_FmHqZ94bA4qg0MMOQi,0.0
resp_fuids_F3iOU2PiT9UEk6wx9,0.0
orig_fuids_FAYS972DGoh9X4nrXa,0.0
orig_fuids_FAcSeM1wXyKDoS77C8,0.0
orig_fuids_FBit8X3naiPqGYAqJf,0.0
resp_fuids_Fp3G87TQQS7zqvuYg,0.0
resp_fuids_FpJssH2f5jXVMbebHi,0.0
resp_fuids_FpPrDe7WpnYiRptpd,0.0
resp_fuids_FphHKC5o9xx8mqWyl,0.0
resp_fuids_FpnIz54ISKExsGUl75,0.0
resp_fuids_FprvLB3aizqvR4z6Mh,0.0
resp_fuids_Fq2ySIi9JcKd3D9Xb,0.0
resp_fuids_Fq3cbJ2N5JwiX2clYf,0.0
resp_fuids_FqE3Ax2Qq1M4e6nUMk,0.0
orig_fuids_FD9W1m1OimB5BXC18f,0.0
orig_fuids_FDM9fb319KGZ5n5sib,0.0
resp_fuids_F3tkLC4jXk2M680wVc,0.0
orig_fuids_FDzFMe1vfvQFJxPVI4,0.0
resp_fuids_FmW2l034uDppknvMmc,0.0
resp_fuids_Fn42VpbAoEv3pUR0e,0.0
resp_fuids_Fn7dVWrwgTwAiOOl,0.0
resp_fuids_Fqf3cG5SvVxgiPT4l,0.0
orig_fuids_F7rG7A3wRrf3ouZjU7,0.0
orig_fuids_F7t9Pm2kRbpOHZwFBe,0.0
orig_fuids_F8JdBwhWmMDe5MpFi,0.0
orig_fuids_F95FB6275RNbO281Zj,0.0
orig_fuids_F9NAcp4D3i722I2CM2,0.0
orig_fuids_F9bYeW25eP4JrDXqbd,0.0
orig_fuids_F9eW4h3tjAMgCPRJPc,0.0
orig_fuids_F9g2Is3B21TXZPbgZ1,0.0
orig_fuids_F9pPmzRcge4mif313,0.0
orig_fuids_FAEREzCE3VcUfzEE7,0.0
resp_fuids_Fo4l2s1OvtyuoIk8f9,0.0
resp_fuids_FoFu9Z2SY3Floa2SK7,0.0
resp_fuids_FoNFYy1N2tVqq0Lz,0.0
resp_fuids_FoanKO3cuxQimc6Tz2,0.0
resp_fuids_FosQ7U1XPoFj7Uu2Ud,0.0
resp_fuids_Fr5FESDIivkADYqzd,0.0
resp_fuids_Fr78VZ1aRyyYbdSDA6,0.0
resp_fuids_FrBXBl2UzNuAP2vPuh,0.0
resp_fuids_FrGXxE0z27wkh4yx9,0.0
resp_fuids_FrHWUx1CkcFnQEPKjb,0.0
resp_fuids_FrTlBr1GzXj206zK3d,0.0
resp_fuids_FrfHml2gPqencIM5jg,0.0
resp_fuids_FrlGPclaqsJddIhHg,0.0
resp_fuids_Frq2fg14h1vept8w5g,0.0
resp_fuids_FrsXEx2qNmO4HUM5Z1,0.0
resp_fuids_Fs3wa2xMDv6vfxATg,0.0
resp_fuids_FqIgzv1kqxE6K8InA,0.0
resp_fuids_FqVlvs4Wyu1AjIXAK2,0.0
resp_fuids_FqYOXs2VHAVC6nAPcd,0.0
resp_fuids_FqZXn22t697T9GT797,0.0
resp_fuids_Fqdgqe49g4Se9HgHr1,0.0
resp_fuids_FsNmLW2s5goncUrG81,0.0
resp_fuids_FsY0KRRH171QL3aci,0.0
resp_fuids_Fsdhz81oCsIQ3Fqvg8,0.0
orig_fuids_F4i6nm3W66sWvEw1dh,0.0
orig_fuids_F5Gx0j4RoxPl4wZq1,0.0
orig_fuids_F5XtJz5CX0B2YgfIi,0.0
orig_fuids_F5pxZt64lEBdtLKcb,0.0
orig_fuids_F5w1Tb6sUssata8ug,0.0
orig_fuids_F64c1wmsK5z6Styxb,0.0
orig_fuids_F6ahSC1xWTdmW4syIf,0.0
orig_fuids_F6dsO41SlirRKMzS5h,0.0
orig_fuids_FAEq5Y1Ue98bQn8KU4,0.0
orig_fuids_FAHXziUlR8uENj9Ad,0.0
resp_fuids_FqnMnqnxRnXDWAGH,0.0
resp_fuids_FqvXT14LcCz1GDnA7a,0.0
resp_fuids_Fr2pIr4a1jphOOFao1,0.0
orig_fuids_F7qod92o2ZrDjut4Og,0.0
resp_fuids_FsmGON2hUoPeUEm5fa,0.0
resp_fuids_FsqpnQ3vu11dPqbcpd,0.0
resp_fuids_FtFKn42S4n7EdLu3ga,0.0
resp_fuids_FtKdy8ve1NrRr3842,0.0
resp_fuids_FtMYWK11tGgI0qw5O6,0.0
resp_fuids_FtQaQa2k8Yv6vfkxu,0.0
resp_fuids_FtYhWr3VSEvL32Nivk,0.0
resp_fuids_FtZVqfW9YILDvydD1,0.0
resp_fuids_FtecPp3QTWKrxqdY3f,0.0
resp_fuids_FtgG8q3IFw1Lrz8zFa,0.0
resp_fuids_Ftl2YB347BsZy3zS7g,0.0
resp_fuids_FsDIt2HNoKCZ7cTZd,0.0
resp_fuids_FsDWEM1O0tqWBj2tUl,0.0
resp_fuids_FsF6T44QVbcHDl7y23,0.0
resp_fuids_FsIPRhHVohHm6Z3l7,0.0
resp_fuids_FuBpxOZ6bTQLZeO3h,0.0
